Horodateur;Année d'obtention de votre diplôme d'ambulancier;Département de formation ;Quel est le type d'activité de votre entreprise ? (Plusieurs réponses possibles);Quel est le secteur d'activité de votre entreprise ?;Combien d'ADE/CCA sont employés par votre entreprise;Combien d'auxiliaires sont employés par votre entreprise;Disposez-vous d'un jeu de tenues professionnelles identifiées :  Nom de l'entreprise ?;;De quelle couleur sont-elles ?;Avez-vous des protocoles d'hygiène dans votre entreprise ? ;;Si oui, sont-ils en adéquation avec l'enseignement réalisé à l'IFA ? ;Merci de justifier votre réponse ;Concernant le rythme de décontamination du matériel et du véhicule sanitaire,  réalisez-vous :;;Disposez-vous d'un lecteur de glycémie, appareil Dextro ?;;;;;Disposez-vous d'appareils permettant la réalisation d'électro-cardiogramme  (ECG) ? ;;;Disposez-vous de matériel pour réaliser des aspirations trachéales (dans la trachée, la canule de trachéotomie) ?;;;Vous disposez dans votre véhicule : (plusieurs réponses possibles);Lorsqu'un patient est à bord du véhicule sanitaire est-ce l'auxilaire qui conduit : ;;Lors d'une intervention, la suite de la prise en charge nécessite la pose d'une voie veineuse périphérique;;Lors d'une prise en charge d'un patient à domicile  il vous manque des informations pour la prise en charge de votre patient, hors celui-ci est porteur d'un courrier remis par son médecin traitant pour le service d'accueil .;Lors d'une admission, vous occupez-vous de l'entrée administrative de votre patient ( vous ou votre binôme ) ? ;;Dans les établissements de santé existe-t-il un guichet avec accès prioritaire ambulancier pour réaliser les démarches administratives de l'admission;;;;;;Lors d'un transfert, vous prenez en charge un patient porteur d'un pousse-seringue éléctrique;;;;
06/10/2013 09:56:06;2003;33;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;23;12;Oui;Oui;malheureusement 3/4 bleu 1/4 blanc;Oui;Parfois;Oui;Parfois;;; car 3 ambu en une heures ne laisse pas le temps a de l' hygiennes et si on peut pas le faire c'est nous les incompetants !!!;Non;Tous les jours, tous les mois ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;sur certain symptome de façon  spontanée oui;Oui;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;je prepar sur medicalisation les ambulancier smur et iade me connaise et me font confiance c est eu qui mon apris a les préparez;je ne fais confiance qua moi;Oui;Les deux ;Jamais;;;;;;Non;on transfére meme avec respirateur sans formation c nimporte quoi
06/10/2013 09:59:38;2010;67;Ambulance de catégorie C;Zone rurale et urbaine;1;0;Oui;Oui;bleues;Oui;Toujours;Oui;;Oui;Tous les jours, Toutes les semaines , tous les mois ;Non;Oui;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 10:05:43;2010;14;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;5;3;Oui;Oui;bleu;Non;;;;Oui;Tous les jours;Non;Non;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 10:10:09;2009;59 - nord; ASSU;Zone rurale et urbaine;4;2;Oui;Oui;blanche;Oui;Toujours;Non;;Non;Tous les jours, Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;malaise, alcoolisation;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 10:19:00;2011;37;VSL,  ASSU;Zone rurale;3;7;Oui;Non;bleu foncé;Oui;Parfois;Non;"Nous avons un temps donné à la désinfection (quand nous n'avons pas de  travail donc ce n'est pas régulier) par contre nous n'avons pas assez de temps pour mettre en place le protocole enseigné (en général nous avons une trentaine de minutes... donc tout est désinfecté à la lingette (pas de trempage) et avec un produit qui n'est pas ""Anyos"".";Non;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;persnne diabétique connue, ou malaise en apparence vagal;Oui;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 10:41:28;2009;13;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;9;4;Non;;Bleues;Non;;;C'est à l'appréciation de chacun; obligation d'hygiène mais sans protocole.;Non;Tous les jours;Non;Oui;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Les deux ;Parfois;;;;;;Non;;;
06/10/2013 10:41:41;2013;14;VSL,  ASSU;Zone rurale et urbaine;12;8;Oui;Oui;blanc et bleu;Oui;Toujours;Non;Pas même protocole;Non;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;j'appelle le medecin traitant ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 10:56:23;2011;Gironde;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;9;4;Oui;Oui;Bleu;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Non;Non;;;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre entreprise ;;;
06/10/2013 10:58:09;2012;56;VSL,  ASSU;Zone rurale;5;2;Oui;Oui;bleu marine;Oui;Toujours;Oui;désinfection véhicules matériel utilisé après intervention et ou consultation;Oui;Toutes les semaines ;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;urgence vitale;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
06/10/2013 10:59:41;2011;81;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;11;16;Non;Oui;blanche et bleue;Non;Jamais;Non;"L'entretien des tenues est à notre charge.
On les ramène chez nous,on doit se les laver.ce qui est complètement illégal,seulement l'Ars du Tarn s'en fout.";Non;tous les mois ;Oui;Oui;Non;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Non;Non;Non;Non;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;rien!;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 11:09:49;2003;75;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;30;30;Oui;Oui;bleue;Oui;Toujours;Oui;"après chaque transport allongé la cellule est nettoyée ... 
les vsl et taxis sont nettoyés le soirs après la journée de travail ou pendant cette journée si un creux existe ...";Oui;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;malaises hypo ou hyperglycémie;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Oui;terrain ;;;
06/10/2013 11:17:48;2011;69;VSL, Ambulance de catégorie C;Zone rurale et urbaine;6;3;Oui;Oui;bleu marine;Non;Parfois;Non;on le fait comme on l'a appris a l'école avec les moyens du bord.;Non;Toutes les semaines ;Oui;Oui;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 11:20:37;2005;le mans;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;7;1;Oui;Oui;bleu;Oui;Parfois;Non;;Oui;Toutes les semaines ;Oui;Non;Non;;;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Uniquement lors d'une entrée en service d'urgence;Parfois;;;;;;Non;;;;
06/10/2013 11:22:34;2010;93;VSL, Ambulance de catégorie C;Zone urbaine;5;5;Oui;Oui;blanc et bleu marine;Oui;Toujours;Oui;;Non;Tous les jours;Non;Oui;Non;;;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 11:23:30;2011;56;VSL,  ASSU;Zone rurale et urbaine;3;3;Oui;Oui;blanc et bleu;Non;Parfois;Non;;Oui;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;diabete, oh;Non;;Oui;Non;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Oui;Votre IFA;;;
06/10/2013 11:37:54;2009;57;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;7;5;Non;Oui;haut blanc et bas bleu;Oui;Parfois;Oui;;Oui;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
06/10/2013 11:39:05;3 ans;37;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;4;5;Oui;Oui;bleu marine;Oui;Toujours;Oui;"Désinfection chaque soir des VSL ( portières, poignés, tableau de bord, volant....)

Désinfection simple des ambulances chaque soir et désinfection approfondi 1 fois par semaine..";Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Malaise, personne  DID...;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 11:43:46;2013;89;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;11;4;Oui;Oui;Bleu;Oui;Toujours;Non;;Non;Tous les jours;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;Garde préfectoral ;Non;;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 11:46:57;1997;29;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;12;7;Oui;Oui;bleu/blanc;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Oui;Non;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 11:56:30;2005;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;20;20;Oui;Oui;Bleue et blanche;Non;Jamais;Non;Pas toujours de réapprovisionnement des produits spécifiques, l'employeur ne laisse pas le temps de faire le nettoyage suivant les protocoles réglementaires.;Non;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 11:58:14;1996;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;7;1;Oui;Oui;bleu marine et jaune fluo;Oui;Toujours;Oui;Protocole mis en place de type CCLIN avec gamme ANIOS!;Oui;Tous les jours;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Toujours;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Uniquement lors d'une entrée en service d'urgence;Parfois;;;;;;Non;;;;
06/10/2013 12:04:27;2013;78;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;20;5;Oui;Oui;bleu marine et jaune;Oui;Toujours;Oui;Lavage semaine par roulement des véhicules ;Oui;Toutes les semaines ;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;sur diabétiques ;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Non;;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 12:40:41;1999;DOUBS;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;4;5;Oui;Oui;bleu et blanc;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;malaise, chute;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Oui;Votre IFA;;;
06/10/2013 13:22:15;2013;21;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;6;6;Oui;Oui;Blanche et bleue;Non;;;;Non;Toutes les semaines ;Non;Non;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 15:11:51;2013;67;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;10-15;20-25;Oui;Oui;blanc/bleu;Oui;Toujours;Oui;"Récente mise en place de protocoles internes conforment à 100% aux protocoles en vigueur  
";Oui;Tous les jours;Oui;Non;Oui;De façon spontanée dans certaines situations ;appel 15;Oui;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Toujours;Oui;pas suffisament formé;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 15:58:58;2013;66;VSL,  ASSU;Zone rurale et urbaine;2;2;Oui;Oui;bleu;Non;;;je fais les desinfections moi meme car mes employeur ne ss'en occupe pas du tout donc je prend initiative tout seul;Non;Toutes les semaines ;Oui;Non;Oui;De façon spontanée régulièrement ;quasiment pour toute intervention;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;;;;
06/10/2013 16:28:28;2012;54;VSL, Ambulance de catégorie C;Zone rurale et urbaine;15;8;Oui;Oui;bleu marine et vert;Non;;;;Non;Toutes les semaines ;Non;Non;Non;;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous n'ouvrez pas le courrier;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 16:54:21;2012;21;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;20;5;Oui;Oui;Bleue;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Pour les patients Diabétiques connus ainsi que sur toutes les notions de malaise;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Ouverture du courrier si adressé au service d'accueil. Rappel le médecin qui a établi le courrier si il est adressé à un médecin nominativement ( respect du secret de la correspondance) ;Oui;Les deux ;Parfois;;;;;;Non;Les services du CHU;;;
06/10/2013 16:58:47;2000;75;Ambulance de catégorie C;Zone rurale et urbaine;3;1;Oui;Oui;blanches;Oui;Toujours;Oui;;Non;Tous les jours;Non;Non;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 17:26:02;2008;67;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;20;45;Oui;Oui;blanc;Oui;Toujours;Non;"Se sont des protocoles fait par l entreprise ils ne suivent pas les recommandations de hygiéniste hospitalier. 
";Non;Tous les jours;Oui;Oui;Oui;De façon spontanée dans certaines situations ;malaise, suspicion AVC, trouble de la conscience;Oui;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 17:55:08;2011;69;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;5;1;Oui;Oui;bleu, jaune fluo;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;;Non;Non;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 19:20:28;2010;75;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;12;6;Oui;Oui;Blanches;Oui;Parfois;Non;"Nous n'avons qu'un protocole sur le nettoyage dus sol, qui n'est pas applicable car il stipule :""désinfection du sol avec un balai et une serpillère..... entre chaque patient..."", nous n'avons pas ce type de matériel à bord et ne repassons pas par les locaux de l'entreprise entre chaque patients... ";Oui;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Lorsque les signes remarqués peuvent être en relation avec une hypo ou une hyper glicémie. Généralement sur tous les diabétiques...;Non;;Oui;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Uniquement lors d'une entrée en service d'urgence;Parfois;;;;;;Non;personnel hospitalier;;;
06/10/2013 19:53:10;2006;60;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;11;5;Oui;Oui;blanches et bleus;Oui;Toujours;Oui;protocole de desinfection adequate et surtout selon le temps disposé;Oui;Toutes les semaines ;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;malaise hypo ou patient diabetique;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Oui;Vous rassemblez l'ensemble du matériel nécessaire ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;les equipes medicales presentes lors des transferts;;;
06/10/2013 19:56:04;2012;Bourgogbe;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;10;12;Oui;Oui;Bleu;Oui;Parfois;Non;La désinfection est plus soft les prises en charges samu sont differentes;Non;Tous les jours;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR, De façon spontanée dans certaines situations ;Somnolence ou personne diabetique;Non;;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 19:59:47;1993;75;VSL, Ambulance de catégorie C;Zone rurale et urbaine;5;1;Oui;Oui;blanc;Oui;Toujours;Oui;;Non;Toutes les semaines ;Oui;Non;Oui;De façon spontanée régulièrement ;malaises;Non;Non;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous appelez le Centre 15 pour demander l'autorisation d'ouvrir le courrier  ;Oui;Les deux ;Parfois;;;;;;Oui;Votre entreprise ;;;
06/10/2013 20:10:09;2006;38;VSL, Ambulance de catégorie C;Zone rurale et urbaine;20;15;Oui;Oui;blanc et bleu ciel;Non;;;;Non;Tous les jours;Oui;Non;Non;;;Non;;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 20:15:20;2012;29;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;9;2;Oui;Oui;Bleues;Oui;Parfois;Non;"Le patron ne nous laisse pas souvent le temps d'appliquer les protocoles d'hygiène ""dans les règles"", la plupart du temps c'est du ""vite-fait"" (quand les véhicules ou le matériel est visuellement sale).";Non;Toutes les semaines ;Oui;Oui;Oui;De façon spontanée dans certaines situations ;Patient diabétique;Non;;Oui;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;Votre IFA;;;
06/10/2013 20:38:27;auxiliaire ambulancier 2013;17;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;8;12;Oui;Oui;pantalon bleu marine et chemise blanche;Oui;Toujours;Oui;oui, la dessus j'ai un patron qui est assez carré et laisse rien passé;Non;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;malaise ...;Non;;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Jamais;;;;;;Non;;;;
06/10/2013 20:51:10;2013;38000;VSL,  ASSU;Zone rurale et urbaine;20;5;Oui;Oui;blanche et bleu;Oui;Toujours;Non;;Oui;Tous les jours;Oui;Oui;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;;Non;Non;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Non;;;;
06/10/2013 20:56:22;2013;Rhône;Ambulance de catégorie C;Zone urbaine;6;1;Oui;Oui;BLEUE;Oui;Parfois;Oui;"Concernant la fréquence des protocoles, ceux ci ne sont pas toujours en adéquation avec l'IFA
Mais en général, les techniques sont identiques à ceux vu pendant la formation  ";Non;Toutes les semaines ;Oui;Oui;Non;;;Non;Non;Non;Non;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;Toujours;Non;;Vous n'ouvrez pas le courrier;Oui;Les deux ;Parfois;;;;;;Non;Votre entreprise ;;;
06/10/2013 22:03:07;2013;75;VSL,  ASSU, Ambulance de catégorie C;Zone rurale et urbaine;15;10;Oui;Oui;Bleu;Oui;Toujours;Oui;;Non;Toutes les semaines ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Lorsque un problème glycérique est suspecté ou pourrais expliquer des symptômes ;Non;;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Non;;Parfois;;;;;;Non;;;;
06/10/2013 22:49:54;2011;83;VSL,  ASSU, Ambulance de catégorie C;Zone urbaine;70;70;Non;;Bleu;Non;;Oui;;Non;tous les mois ;Oui;Non;Oui;De façon spontanée dans certaines situations ;Trouble neuro / malaise indéterminé / diabétique connu /;Oui;Oui de manière autonome;Non;Oui;Non;Oui;Matelas immobilisateur à dépression : matelas coquille;Parfois;Parfois;Oui;Vous préparez la perfusion avec sa tubulure et purgez le dispositif ;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
07/10/2013 08:12:17;2013;38;VSL, Ambulance de catégorie C;Zone rurale et urbaine;4;4;Oui;Oui;Bleu;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
07/10/2013 08:20:00;2013;38;VSL, Ambulance de catégorie C;Zone rurale et urbaine;4;4;Oui;Oui;Bleu;Oui;Toujours;Oui;;Oui;Toutes les semaines ;Non;Oui;Non;;;Non;;Non;Oui;Oui;Non;Matelas immobilisateur à dépression : matelas coquille;Toujours;;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Toujours ;;;;;;Non;;;;
07/10/2013 08:25:19;2012;67000 Strasbourg ;Ambulance de catégorie C;Zone rurale et urbaine;5;3;Oui;Oui;Bleu et jaune ;Oui;Toujours;Oui;"Tenue changer tout les jours
Désinfection brancard après chaque patient 
Nettoyage véhicule après le service
Samedi nettoyage complet ( casier vide nettoyage javel et contrôle matériel ) ";Oui;Tous les jours;Non;Oui;Non;;;Non;;Non;Oui;Non;Non;Matelas immobilisateur à dépression : matelas coquille;Parfois;;Non;;Demande autorisation a la famille ;Oui;Les deux ;Jamais;;;;;;Oui;Infirmier(e)s;;;
07/10/2013 09:14:58;1993;78;VSL,  ASSU, Ambulance de catégorie C;Zone rurale;29;16;Oui;Oui;bleu marine et jaune;Oui;Toujours;Oui;;Oui;Tous les jours;Oui;Non;Oui;Sur demande d'un médecin, d'un infirmier ou du SMUR;urgences pre hospitaliere;Non;Non;Non;Oui;Oui;Oui;Matelas immobilisateur à dépression : matelas coquille, Planche à immobilisation type : Baxtrap ;Toujours;Toujours;Non;;Vous ouvrez le courrier pour rechercher les informations nécessaires ;Oui;Les deux ;Parfois;;;;;;Oui;;;;
